team,player,number,pos,season,fpl_game_week_x,mins_played_last,percentage_of_teams_actual_goals_last_5,percentage_of_teams_xg_goals_last_5,percentage_of_teams_actual_assists_last_5,percentage_of_teams_xg_assists_last_5,count,fpl_game_week_y,scored,conceded,cleen_sheet_prob,date,predicted_points_actual,predicted_points_xg
Huddersfield,Joe Lolley,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Joe Lolley,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Joe Lolley,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Joe Lolley,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Joe Lolley,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Dean Whitehead,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Dean Whitehead,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Dean Whitehead,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Dean Whitehead,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Dean Whitehead,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Kasey Palmer,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Kasey Palmer,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Kasey Palmer,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Kasey Palmer,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Kasey Palmer,0.0,MID,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Tom Ince,22.0,MID,2017-18,34,44.5,0.0,0.30199999999999994,0.0,0.034,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,1.01,1.5964534890336126
Huddersfield,Tom Ince,22.0,MID,2017-18,34,44.5,0.0,0.30199999999999994,0.0,0.034,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,1.2024073134203135,3.037147206058576
Huddersfield,Tom Ince,22.0,MID,2017-18,34,44.5,0.0,0.30199999999999994,0.0,0.034,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,1.01,1.0060432111989497
Huddersfield,Tom Ince,22.0,MID,2017-18,34,44.5,0.0,0.30199999999999994,0.0,0.034,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,1.0702741013787853,2.213813199582691
Huddersfield,Tom Ince,22.0,MID,2017-18,34,44.5,0.0,0.30199999999999994,0.0,0.034,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,1.1088470214031854,2.0517643631158613
Huddersfield,Scott Malone,0.0,DEF,2017-18,34,2.5,0.0,0.0,0.0,0.016,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,1.04,1.0574626349091893
Huddersfield,Scott Malone,0.0,DEF,2017-18,34,2.5,0.0,0.0,0.0,0.016,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,1.8096292536812535,1.8642617070600604
Huddersfield,Scott Malone,0.0,DEF,2017-18,34,2.5,0.0,0.0,0.0,0.016,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,1.04,1.039882179986073
Huddersfield,Scott Malone,0.0,DEF,2017-18,34,2.5,0.0,0.0,0.0,0.016,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,1.2810964055151417,1.3151471975212132
Huddersfield,Scott Malone,0.0,DEF,2017-18,34,2.5,0.0,0.0,0.0,0.016,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,1.4353880856127412,1.46346502879029
Huddersfield,Michael Hefele,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Michael Hefele,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Michael Hefele,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Michael Hefele,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Michael Hefele,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Martin Cranie,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Martin Cranie,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Martin Cranie,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Martin Cranie,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Martin Cranie,0.0,DEF,2017-18,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Demeaco Duhaney,0.0,DEF,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Demeaco Duhaney,0.0,DEF,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Demeaco Duhaney,0.0,DEF,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Demeaco Duhaney,0.0,DEF,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Demeaco Duhaney,0.0,DEF,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Danny Williams,19.0,MID,2018-19,34,5.5,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,1.01,1.01
Huddersfield,Danny Williams,19.0,MID,2018-19,34,5.5,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,1.2024073134203135,1.2024073134203135
Huddersfield,Danny Williams,19.0,MID,2018-19,34,5.5,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,1.01,1.01
Huddersfield,Danny Williams,19.0,MID,2018-19,34,5.5,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,1.0702741013787853,1.0702741013787853
Huddersfield,Danny Williams,19.0,MID,2018-19,34,5.5,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,1.1088470214031854,1.1088470214031854
Huddersfield,Collin Quaner,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Collin Quaner,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Collin Quaner,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Collin Quaner,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Collin Quaner,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Christopher Schindler,26.0,DEF,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,2.04,2.04
Huddersfield,Christopher Schindler,26.0,DEF,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,2.8096292536812535,2.8096292536812535
Huddersfield,Christopher Schindler,26.0,DEF,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,2.04,2.04
Huddersfield,Christopher Schindler,26.0,DEF,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,2.2810964055151417,2.2810964055151417
Huddersfield,Christopher Schindler,26.0,DEF,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,2.4353880856127414,2.4353880856127414
Huddersfield,Chris Löwe,15.0,DEF,2018-19,34,84.5,0.0,0.034,0.0,0.012,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,2.04,2.1273131745459475
Huddersfield,Chris Löwe,15.0,DEF,2018-19,34,84.5,0.0,0.034,0.0,0.012,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,2.8096292536812535,3.082791520575288
Huddersfield,Chris Löwe,15.0,DEF,2018-19,34,84.5,0.0,0.034,0.0,0.012,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,2.04,2.0394108999303646
Huddersfield,Chris Löwe,15.0,DEF,2018-19,34,84.5,0.0,0.034,0.0,0.012,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,2.2810964055151417,2.4513503655455
Huddersfield,Chris Löwe,15.0,DEF,2018-19,34,84.5,0.0,0.034,0.0,0.012,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,2.4353880856127414,2.5757728015004844
Huddersfield,Ben Hamer,12.0,GK,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,2.04,2.04
Huddersfield,Ben Hamer,12.0,GK,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,2.8096292536812535,2.8096292536812535
Huddersfield,Ben Hamer,12.0,GK,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,2.04,2.04
Huddersfield,Ben Hamer,12.0,GK,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,2.2810964055151417,2.2810964055151417
Huddersfield,Ben Hamer,12.0,GK,2018-19,34,90.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,2.4353880856127414,2.4353880856127414
Huddersfield,Alex Pritchard,0.0,MID,2018-19,34,74.0,0.0,0.14000000000000004,0.0,0.166,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,2.01,2.445838262941854
Huddersfield,Alex Pritchard,0.0,MID,2018-19,34,74.0,0.0,0.14000000000000004,0.0,0.166,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,2.2024073134203133,3.5659422956663676
Huddersfield,Alex Pritchard,0.0,MID,2018-19,34,74.0,0.0,0.14000000000000004,0.0,0.166,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,2.01,2.0070594088190705
Huddersfield,Alex Pritchard,0.0,MID,2018-19,34,74.0,0.0,0.14000000000000004,0.0,0.166,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,2.0702741013787853,2.920125118530324
Huddersfield,Alex Pritchard,0.0,MID,2018-19,34,74.0,0.0,0.14000000000000004,0.0,0.166,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,2.1088470214031854,2.809600728209505
Huddersfield,Adama Diakhaby,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Adama Diakhaby,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Adama Diakhaby,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Adama Diakhaby,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Adama Diakhaby,0.0,MID,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Abdelhamid Sabiri,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Abdelhamid Sabiri,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Abdelhamid Sabiri,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Abdelhamid Sabiri,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Abdelhamid Sabiri,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Aaron Rowe,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,0.0,0.0
Huddersfield,Aaron Rowe,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,0.0,0.0
Huddersfield,Aaron Rowe,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,0.0,0.0
Huddersfield,Aaron Rowe,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,37,0.7093915001264925,2.231629286847417,0.0702741013787854,2019-05-05,0.0,0.0
Huddersfield,Aaron Rowe,0.0,FWD,2018-19,34,0.0,0.0,0.0,0.0,0.0,1,38,0.5849363161989308,1.8978816622817751,0.1088470214031853,2019-05-12,0.0,0.0
Huddersfield,Aaron Mooy,10.0,MID,2018-19,34,90.0,0.2,0.15,0.1,0.05800000000000001,1,34,0.3638048939414471,2.5973620015053807,0.01,2019-04-13,2.482946362123881,2.346155722001897
Huddersfield,Aaron Mooy,10.0,MID,2018-19,34,90.0,0.2,0.15,0.1,0.05800000000000001,1,35,1.138176112058476,1.6196714456701236,0.2024073134203134,2019-04-20,3.682036259096332,3.254082040962345
Huddersfield,Aaron Mooy,10.0,MID,2018-19,34,90.0,0.2,0.15,0.1,0.05800000000000001,1,36,-0.0024545836234803,2.9606221831439283,0.01,2019-04-26,2.0068090412894755,2.0077319647319043
